ID,FINE_ART_Scholarship _19/FAL,CLASS_19/FAL,ALTCUM_GPA_19_FAL,FINE_ARTS_Scholarship _19/FAL,MAJOR_FIXED_19/FAL,RETURN_BIN_19/FAL,Role_19/FAL,SPORT_19/FAL,Sport_19/FAL,FINE_ART_Scholarship _20/SPR,CLASS_20/SPR,ALTCUM_GPA_20/SPR,FINE_ARTS_Scholarship _20/SPR,MAJOR_FIXED_20/SPR,RETURN_BIN_20/SPR,Role_20/SPR,SPORT_20/SPR,Sport_20/SPR,FINE_ART_Scholarship _20/FAL,CLASS_20/FAL,ALTCUM_GPA_20/FAL,FINE_ARTS_Scholarship _20/FAL,MAJOR_FIXED_20/FAL,RETURN_BIN_20/FAL,Role_20/FAL,SPORT_20/FAL,Sport_20/FAL,FINE_ART_Scholarship _21/SPR,CLASS_21/SPR,ALTCUM_GPA_21/SPR,FINE_ARTS_Scholarship _21/SPR,MAJOR_FIXED_21/SPR,RETURN_BIN_21/SPR,Role_21/SPR,SPORT_21/SPR,Sport_21/SPR,FINE_ART_Scholarship _21/FAL,CLASS_21/FAL,ALTCUM_GPA_21/FAL,FINE_ARTS_Scholarship _21/FAL,MAJOR_FIXED_21/FAL,RETURN_BIN_21/FAL,Role_21/FAL,SPORT_21/FAL,Sport_21/FAL,FINE_ART_Scholarship _22/SPR,CLASS_22/SPR,ALTCUM_GPA_22/SPR,FINE_ARTS_Scholarship _22/SPR,MAJOR_FIXED_22/SPR,RETURN_BIN_22/SPR,Role_22/SPR,SPORT_22/SPR,Sport_22/SPR,FINE_ART_Scholarship _22/FAL,CLASS_22/FAL,ALTCUM_GPA_22/FAL,FINE_ARTS_Scholarship _22/FAL,MAJOR_FIXED_22/FAL,RETURN_BIN_22/FAL,Role_22/FAL,SPORT_22/FAL,Sport_22/FAL,FINE_ART_Scholarship _23/SPR,CLASS_23/SPR,ALTCUM_GPA_23/SPR,FINE_ARTS_Scholarship _23/SPR,MAJOR_FIXED_23/SPR,RETURN_BIN_23/SPR,Role_23/SPR,SPORT_23/SPR,Sport_23/SPR,FINE_ART_Scholarship _23/FAL,CLASS_23/FAL,ALTCUM_GPA_23/FAL,FINE_ARTS_Scholarship _23/FAL,MAJOR_FIXED_23/FAL,RETURN_BIN_23/FAL,Role_23/FAL,SPORT_23/FAL,Sport_23/FAL,FINE_ART_Scholarship _24/SPR,CLASS_24/SPR,ALTCUM_GPA_24/SPR,FINE_ARTS_Scholarship _24/SPR,MAJOR_FIXED_24/SPR,RETURN_BIN_24/SPR,Role_24/SPR,SPORT_24/SPR,Sport_24/SPR,FINE_ART_Scholarship _24/FAL,CLASS_24/FAL,ALTCUM_GPA_24/FAL,FINE_ARTS_Scholarship _24/FAL,MAJOR_FIXED_24/FAL,RETURN_BIN_24/FAL,Role_24/FAL,SPORT_24/FAL,Sport_24/FAL,FINE_ART_Scholarship _25/SPR,CLASS_25/SPR,ALTCUM_GPA_25/SPR,FINE_ARTS_Scholarship _25/SPR,MAJOR_FIXED_25/SPR,RETURN_BIN_25/SPR,Role_25/SPR,SPORT_25/SPR,Sport_25/SPR,ETHNICITY,RACE,RACE2,RACE3,GENDER,BIRTH_DATE,START_TERM,FIRST_GEN,RETURN?,RETURN_BIN,CONDITIONAL_ADMITS,PELL,ADMIT_STATUS,STA_FED_COHORT_GROUP,STATE,GRADS,PRIMARY_MAJOR,Membrshp Start Dt,Membrshp End Dt,years_org,SPORT_COUNT,INSTATE,RETENTION_BIN,INSTATE_BIN,PERSISTANCE_SO_JR_BIN,PERSISTANCE_JR_SR_BIN,ETHNICITY_BIN,RACE_BIN,GENDER_BIN,CONDITIONAL_ADMITS_BIN,FOOTBALL_BIN,FINAL_GPA
490670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWWR,W Wrestling,,FR,3.207,NO,EXSCI,0,Member,AWWR,W Wrestling,HIS,,,,F,2/22/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,NY,,EXSCI,9/1/2024,,,1,Out of State,0,1,0,0,1,1,1,0,0,3.207
490737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,SO,3.68,YES,ENGW,0,,,,NHS,WH,,,F,10/28/2005,24/FAL,YES,Returns,0,NO,YES,FR,24-25,NE,,ENGW,,,,0,In State,1,0,0,0,0,0,1,0,0,3.68
490776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,0,NO,UND,0,Member,AESP,E-Sports,,SO,3.66,NO,SSI,0,Member,AESP,E-Sports,NHS,WH,,,M,6/28/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,SSI,9/1/2024,,,1,In State,0,0,0,0,0,0,0,0,0,3.66
490786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,2.65,NO,UND,0,,,,NHS,WH,,,F,2/9/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,WA,,UND,,,,0,Out of State,0,1,0,0,0,0,1,0,0,2.65
490822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWWR,W Wrestling,,FR,3.4,NO,SOC,0,Member,AWWR,W Wrestling,HIS,WH,,,F,5/3/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,CA,,SOC,9/1/2024,,,1,Out of State,0,1,0,0,1,0,1,0,0,3.4
490832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,Member,AMBB,M Basketball,,FR,3.591,YES,EXSCI,0,Member,AMBB,M Basketball,HIS,WH,WH,,M,11/25/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,CO,,EXSCI,9/1/2024,,,1,Out of State,0,1,0,0,1,0,0,0,0,3.591
490978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWXC,W Cross Country,,SO,4,NO,UND,0,Member,AWXC,W Cross Country,NHS,WH,,,F,12/26/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,UND,8/1/2024,,,1,In State,1,0,0,0,0,0,1,0,0,4
490981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,PSY,0,Member,AWWR,W Wrestling,,SO,2.5,NO,PSY,0,Member,AWWR,W Wrestling,NHS,WH,,,F,5/25/2006,24/FAL,YES,Returns,0,NO,NO,FR,24-25,KS,,PSY,9/1/2024,,,1,Out of State,1,1,0,0,0,0,1,0,0,2.5
491035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AGOF,WGolf,,FR,3.575,NO,BUS,0,Member,AGOF,WGolf,NHS,WH,,,F,6/21/2006,24/FAL,NO,Returns,0,YES,YES,FR,24-25,NE,,BUS,8/1/2024,,,1,In State,0,0,0,0,0,0,1,1,0,3.575
491040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,1,Member,AFBA,Football,,,,,,,,,,NHS,WH,,,M,12/2/2005,24/FAL,YES,Left,1,YES,YES,FR,24-25,NE,,UND,8/1/2024,,,1,In State,0,0,0,0,0,0,0,1,1,0
491042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,0,NO,UND,0,Member,ABSA,Baseball,,JR,3.244,NO,EGR,0,Member,ABSA,Baseball,NHS,WH,,,M,9/7/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,EGR,9/1/2024,,,1,In State,0,0,0,0,0,0,0,0,0,3.244
491047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,Member,AWTR,W Outdoor Track,,FR,3.571,YES,PSY,0,Member,AWTR,W Outdoor Track,NHS,WH,,,F,10/28/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,PSY,9/1/2024,,,1,In State,0,0,0,0,0,0,1,0,0,3.571
491049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWRE,M Wrestling,,FR,2.5,NO,EXSCI,0,Member,AWRE,M Wrestling,NHS,WH,,,M,4/28/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,EXSCI,9/1/2024,,,1,In State,0,0,0,0,0,0,0,0,0,2.5
491056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,3.345,YES,UND,0,,,,NHS,WH,,,F,5/21/2005,24/FAL,NO,Returns,0,NO,YES,FR,24-25,NE,,UND,,,,0,In State,0,0,0,0,0,0,1,0,0,3.345
491139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,0,NO,UND,0,Member,ABSA,Baseball,,JR,3.575,NO,SSI,0,Member,ABSA,Baseball,NHS,WH,,,M,12/1/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,IA,,SSI,9/1/2024,,,1,Out of State,0,1,0,0,0,0,0,0,0,3.575
491229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AMBB,M Basketball,,FR,3,NO,UND,0,Member,AMBB,M Basketball,NHS,WH,,,M,5/15/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,UND,9/1/2024,,,1,In State,0,0,0,0,0,0,0,0,0,3
491241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,SO,4,YES,MTHDA,0,,,,NHS,WH,,,F,6/27/2006,24/FAL,YES,Returns,0,NO,NO,FR,24-25,NE,,MTHDA,,,,0,In State,1,0,0,0,0,0,1,0,0,4
491348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AMBB,M Basketball,,FR,3.46,NO,SPED,0,Member,AMBB,M Basketball,NHS,WH,,,M,6/28/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,CO,,SPED,9/1/2024,,,1,Out of State,0,1,0,0,0,0,0,0,0,3.46
491481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AFBA,Football,,FR,3.364,NO,EGR,0,Member,AFBA,Football,NHS,WH,,,M,4/4/2006,24/FAL,YES,Returns,0,NO,NO,FR,24-25,TX,,EGR,8/1/2024,,,1,Out of State,0,1,0,0,0,0,0,0,1,3.364
491489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWXC,W Cross Country,,SO,4,NO,BIOCM,0,Member,AWXC,W Cross Country,NHS,AS,WH,,F,6/1/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,CO,,BIOCM,8/1/2024,,,1,Out of State,1,1,0,0,0,0,1,0,0,4
491543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWWR,W Wrestling,,FR,2.606,NO,PEHTH,0,Member,AWWR,W Wrestling,HIS,WH,,,F,8/2/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NY,,PEHTH,9/1/2024,,,1,Out of State,0,1,0,0,1,0,1,0,0,2.606
491572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,2.438,NO,ELED,0,,,,NHS,WH,,,F,12/5/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,ELED,,,,0,In State,0,0,0,0,0,0,1,0,0,2.438
491585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,3.418,YES,MUS,0,,,,NHS,WH,,,M,6/14/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,MUS,,,,0,In State,0,0,0,0,0,0,0,0,0,3.418
491751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWTR,W Outdoor Track,,SO,3.477,NO,BIO,0,Member,AWTR,W Outdoor Track,NHS,WH,,,F,4/18/2006,24/FAL,NO,Returns,0,NO,YES,FR,24-25,NE,,BIO,9/1/2024,,,1,In State,1,0,0,0,0,0,1,0,0,3.477
491784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWBB,W Basketball,,SO,3.085,NO,UND,0,Member,AWBB,W Basketball,HIS,NR,,,F,10/12/2005,24/FAL,YES,Returns,0,NO,NO,FR,24-25,NE,,UND,9/1/2024,,,1,In State,1,0,0,0,1,1,1,0,0,3.085
491984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ABSA,Baseball,,SO,4,NO,EGR,0,Member,ABSA,Baseball,NHS,WH,,,M,3/29/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,KS,,EGR,9/1/2024,,,1,Out of State,1,1,0,0,0,0,0,0,0,4
492047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,4,NO,EXSCI,0,,,,NHS,WH,,,F,9/16/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,AK,,EXSCI,,,,0,Out of State,0,1,0,0,0,0,1,0,0,4
492430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,Member,AESP,E-Sports,,FR,3.571,YES,CMP,0,Member,AESP,E-Sports,NHS,WH,,,M,11/1/2005,24/FAL,NO,Returns,0,NO,YES,FR,24-25,NE,,CMP,9/1/2024,,,1,In State,0,0,0,0,0,0,0,0,0,3.571
492696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWBB,W Basketball,,FR,2.175,NO,NEWMD,0,Member,AWBB,W Basketball,NHS,WH,,,F,11/15/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,NEWMD,9/1/2024,,,1,In State,0,0,0,0,0,0,1,0,0,2.175
492736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ABSA,Baseball,,FR,2.325,NO,BUS,0,Member,ABSA,Baseball,NHS,WH,,,M,7/13/2005,24/FAL,NO,Returns,0,YES,NO,FR,24-25,MO,,BUS,9/1/2024,,,1,Out of State,0,1,0,0,0,0,0,1,0,2.325
492886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,0,NO,UND,0,Member,ASBL,Softball,,SO,3.88,NO,UND,0,Member,ASBL,Softball,NHS,WH,,,F,3/2/2006,24/FAL,NO,Returns,0,NO,YES,FR,24-25,NE,,UND,9/1/2024,,,1,In State,0,0,0,0,0,0,1,0,0,3.88
492914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,0,NO,UND,0,Member,AVOL,Volleyball,,SO,3.857,NO,SCI,0,Member,AVOL,Volleyball,NHS,WH,,,F,12/29/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,SCI,8/1/2024,,,1,In State,0,0,0,0,0,0,1,0,0,3.857
493093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AESP,E-Sports,,SO,3.5,NO,ACCPB,0,Member,AESP,E-Sports,NHS,,,,M,2/16/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,NE,,ACCPB,9/1/2024,,,1,In State,1,0,0,0,0,1,0,0,0,3.5
493193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,2.713,YES,PSY,0,,,,HIS,NR,,,M,5/13/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,NE,,PSY,,,,0,In State,0,0,0,0,1,1,0,0,0,2.713
493203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWBB,W Basketball,,SO,3.769,NO,BIO,0,Member,AWBB,W Basketball,NHS,WH,,,F,4/28/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,BIO,9/1/2024,,,1,In State,1,0,0,0,0,0,1,0,0,3.769
493230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,PEHTH,0,Member,AMBB,M Basketball,,SO,4,NO,PEHTH,0,Member,AMBB,M Basketball,NHS,WH,,,M,12/27/2005,24/FAL,NO,Returns,0,NO,YES,FR,24-25,NE,,PEHTH,9/1/2024,,,1,In State,1,0,0,0,0,0,0,0,0,4
493270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ABSA,Baseball,,SO,4,NO,BIOCM,0,Member,ABSA,Baseball,NHS,WH,,,M,5/7/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,BIOCM,9/1/2024,,,1,In State,1,0,0,0,0,0,0,0,0,4
493281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWRE,M Wrestling,,FR,3.069,NO,EGR,0,Member,AWRE,M Wrestling,NHS,NP,WH,,M,6/8/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,TN,,EGR,9/1/2024,,,1,Out of State,0,1,0,0,0,0,0,0,0,3.069
493296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AGOL,MGolf,,SO,0.909,NO,STRCM,0,Member,AGOL,MGolf,NHS,WH,,,M,11/18/2005,24/FAL,NO,Returns,0,YES,NO,FR,24-25,IA,,STRCM,8/1/2024,,,1,Out of State,1,1,0,0,0,0,0,1,0,0.909
493372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ASBL,Softball,,FR,3.8,NO,UND,0,Member,ASBL,Softball,NHS,WH,,,F,1/24/2006,24/FAL,NO,Returns,0,NO,YES,FR,24-25,NE,,UND,9/1/2024,,,1,In State,0,0,0,0,0,0,1,0,0,3.8
493381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AMBB,M Basketball,,FR,2.671,NO,UND,0,Member,AMBB,M Basketball,NHS,AS,,,M,11/11/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,CO,,UND,9/1/2024,,,1,Out of State,0,1,0,0,0,1,0,0,0,2.671
493384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AMXC,M Cross Country,,FR,3.74,NO,ENGW,0,Member,AMXC,M Cross Country,NHS,WH,,,M,6/16/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,ENGW,8/1/2024,,,1,In State,0,0,0,0,0,0,0,0,0,3.74
493386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,0,NO,UND,0,Member,AWBB,W Basketball,,SO,3.862,NO,ELED,0,Member,AWBB,W Basketball,NHS,WH,,,F,8/28/2005,24/FAL,NO,Returns,0,NO,NO,FR,24-25,NE,,ELED,9/1/2024,,,1,In State,0,0,0,0,0,0,1,0,0,3.862
493393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,3.835,NO,CHM,0,,,,NHS,WH,,,F,5/25/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,NE,,CHM,,,,0,In State,0,0,0,0,0,0,1,0,0,3.835
493422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWXC,W Cross Country,,FR,3,NO,ELED,0,Member,AWXC,W Cross Country,NHS,WH,,,F,6/24/2006,24/FAL,NO,Returns,0,NO,NO,FR,24-25,MN,,ELED,8/1/2024,,,1,Out of State,0,1,0,0,0,0,1,0,0,3
493471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ASBL,Softball,,FR,3.944,NO,PEHTH,0,Member,ASBL,Softball,NHS,AN,,,F,7/22/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,NE,,PEHTH,9/1/2024,,,1,In State,0,0,0,0,0,1,1,0,0,3.944
493506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWTR,W Outdoor Track,,SO,3.925,NO,PSY,0,Member,AWTR,W Outdoor Track,NHS,WH,,,F,5/27/2006,24/FAL,NO,Returns,0,NO,YES,FR,24-25,NE,,PSY,9/1/2024,,,1,In State,1,0,0,0,0,0,1,0,0,3.925
493508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ACHE,Cheerleading,,FR,3.786,NO,EXSCI,0,Member,ACHE,Cheerleading,NHS,WH,,,F,8/28/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,NE,,EXSCI,9/1/2024,,,1,In State,0,0,0,0,0,0,1,0,0,3.786
493515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,3.1,NO,BIO,0,,,,NHS,WH,,,F,4/25/2005,24/FAL,YES,Returns,0,NO,NO,FR,24-25,TX,,BIO,,,,0,Out of State,0,1,0,0,0,0,1,0,0,3.1
493520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWTR,W Outdoor Track,,SO,4,NO,EXSCI,0,Member,AWTR,W Outdoor Track,NHS,WH,,,F,2/6/2006,24/FAL,NO,Returns,0,NO,YES,FR,24-25,NE,,EXSCI,9/1/2024,,,1,In State,1,0,0,0,0,0,1,0,0,4
493547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,3.925,YES,MUS,0,,,,NHS,WH,,,,1/31/2006,24/FAL,YES,Returns,0,NO,YES,FR,24-25,NE,,MUS,,,,0,In State,0,0,0,0,0,0,0,0,0,3.925
